disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
3552,3552,645,IRQ,2,USA,1992,26,7,1992,23,12,1993,0,0,0,18,4,1,5,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,159,159,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,2,USA,1993,26,7,1992,23,12,1993,5,3,0,18,4,1,5,1,0,0,0,-9,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,2,358,517,17,17,17,75,75,75,0,0,0,0,0
3552,3552,200,UKG,645,IRQ,1992,26,8,1992,18,1,1993,0,0,0,18,4,1,5,1,1,1,2,0,18,4,0,0,1,1,0,18,4,1,2,3,1,3,0,1,128,128,17,17,17,75,75,75,0,0,0,0,0
3552,3552,200,UKG,645,IRQ,1993,26,8,1992,18,1,1993,5,3,0,18,4,1,5,1,1,1,2,0,18,4,0,0,1,1,-9,18,4,1,2,3,1,3,0,2,19,147,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,200,UKG,1992,26,8,1992,18,1,1993,0,0,0,18,4,1,5,1,0,1,1,0,18,4,1,1,1,2,0,18,4,0,3,2,3,1,0,1,128,128,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,200,UKG,1993,26,8,1992,18,1,1993,5,3,0,18,4,1,5,1,0,1,1,-9,18,4,1,1,1,2,0,18,4,0,3,2,3,1,0,2,19,147,17,17,17,75,75,75,0,0,0,0,0
3552,3552,220,FRN,645,IRQ,1992,26,8,1992,21,1,1993,0,0,0,18,4,1,5,1,1,1,2,0,18,4,0,0,1,1,0,18,4,1,2,3,1,3,0,1,128,128,17,17,17,75,75,75,0,0,0,0,0
3552,3552,220,FRN,645,IRQ,1993,26,8,1992,21,1,1993,5,3,0,18,4,1,5,1,1,1,2,0,18,4,0,0,1,1,-9,18,4,1,2,3,1,3,0,2,22,150,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,220,FRN,1992,26,8,1992,21,1,1993,0,0,0,18,4,1,5,1,0,1,1,0,18,4,1,1,1,2,0,18,4,0,3,2,3,1,0,1,128,128,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,220,FRN,1993,26,8,1992,21,1,1993,5,3,0,18,4,1,5,1,0,1,1,-9,18,4,1,1,1,2,0,18,4,0,3,2,3,1,0,2,22,150,17,17,17,75,75,75,0,0,0,0,0
3552,3552,365,RUS,645,IRQ,1993,6,1,1993,14,1,1993,8,4,0,2,2,0,5,1,1,1,2,0,2,2,0,0,0,0,0,0,1,1,2,3,1,3,0,1,9,9,1,1,0,30,30,0,0,0,0,0,0
3552,3552,645,IRQ,365,RUS,1993,6,1,1993,14,1,1993,8,4,0,2,2,0,5,1,0,0,0,0,0,1,1,1,1,2,0,2,2,0,3,2,3,1,0,1,9,9,1,0,1,30,96,30,0,0,0,0,0
3552,3552,645,IRQ,670,SAU,1993,1,7,1993,4,7,1993,8,4,0,19,4,0,5,1,0,1,2,-9,19,4,1,1,0,0,0,0,1,0,3,2,1,3,0,1,4,4,16,16,0,65,65,0,0,0,0,0,0
3552,3552,670,SAU,645,IRQ,1993,1,7,1993,4,7,1993,8,4,0,19,4,0,5,1,1,0,0,0,0,1,0,0,1,2,-9,19,4,1,2,3,3,1,0,1,4,4,16,0,16,65,0,65,0,0,0,0,0
3552,3552,645,IRQ,690,KUW,1992,2,8,1992,17,1,1993,0,0,0,18,4,1,5,1,0,1,1,0,18,4,1,1,1,2,0,18,4,0,3,2,3,1,0,1,152,152,17,17,17,75,75,75,0,0,0,0,0
3552,3552,645,IRQ,690,KUW,1993,2,8,1992,17,1,1993,5,3,0,18,4,1,5,1,0,1,1,-9,18,4,1,1,1,2,-9,18,4,0,3,2,3,1,0,2,18,170,17,17,17,75,75,75,0,0,0,0,0
3552,3552,690,KUW,645,IRQ,1992,2,8,1992,17,1,1993,0,0,0,18,4,1,5,1,1,1,2,0,18,4,0,0,1,1,0,18,4,1,2,3,1,3,0,1,152,152,17,17,17,75,75,75,0,0,0,0,0
3552,3552,690,KUW,645,IRQ,1993,2,8,1992,17,1,1993,5,3,0,18,4,1,5,1,1,1,2,-9,18,4,0,0,1,1,-9,18,4,1,2,3,1,3,0,2,18,170,17,17,17,75,75,75,0,0,0,0,0
3555,3555,344,CRO,345,YUG,1992,11,4,1992,20,2,1993,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,265,265,17,17,17,75,75,75,0,0,0,0,0
3555,3555,344,CRO,345,YUG,1993,11,4,1992,20,2,1993,5,3,4,18,4,1,1,1,1,1,1,4,18,4,1,0,1,1,2,18,4,1,1,3,1,3,0,2,52,317,17,17,17,75,75,75,0,0,0,0,0
3555,3555,345,YUG,344,CRO,1992,11,4,1992,20,2,1993,0,0,0,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,265,265,17,17,17,75,75,75,0,0,0,0,0
3555,3555,345,YUG,344,CRO,1993,11,4,1992,20,2,1993,5,3,4,18,4,1,1,1,0,1,1,2,18,4,1,1,1,1,4,18,4,1,3,1,3,1,0,2,52,317,17,17,17,75,75,75,0,0,0,0,0
3556,3556,344,CRO,346,BOS,1992,20,10,1992,2,3,1994,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,73,73,17,17,17,75,75,75,0,0,0,0,0
3556,3556,344,CRO,346,BOS,1993,20,10,1992,2,3,1994,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,365,438,17,17,17,75,75,75,0,0,0,0,0
3556,3556,344,CRO,346,BOS,1994,20,10,1992,2,3,1994,5,3,4,18,4,1,1,1,1,1,1,3,18,4,1,0,0,0,4,18,4,1,1,3,1,3,0,3,62,500,17,17,17,75,75,75,0,0,0,0,0
3556,3556,346,BOS,344,CRO,1992,20,10,1992,2,3,1994,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,73,73,17,17,17,75,75,75,0,0,0,0,0
3556,3556,346,BOS,344,CRO,1993,20,10,1992,2,3,1994,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,365,438,17,17,17,75,75,75,0,0,0,0,0
3556,3556,346,BOS,344,CRO,1994,20,10,1992,2,3,1994,5,3,4,18,4,1,1,1,0,0,0,4,18,4,1,1,1,1,3,18,4,1,3,1,3,1,0,3,62,500,17,17,17,75,75,75,0,0,0,0,0
3557,3557,345,YUG,346,BOS,1992,6,4,1992,25,1,1993,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,270,270,17,17,17,75,75,75,0,0,0,0,0
3557,3557,345,YUG,346,BOS,1993,6,4,1992,25,1,1993,5,3,4,18,4,1,1,1,1,1,1,4,18,4,1,0,0,0,3,18,4,1,1,3,1,3,0,2,26,296,17,17,17,75,75,75,0,0,0,0,0
3557,3557,346,BOS,345,YUG,1992,6,4,1992,25,1,1993,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,270,270,17,17,17,75,75,75,0,0,0,0,0
3557,3557,346,BOS,345,YUG,1993,6,4,1992,25,1,1993,5,3,4,18,4,1,1,1,0,0,0,3,18,4,1,1,1,1,4,18,4,1,3,1,3,1,0,2,26,296,17,17,17,75,75,75,0,0,0,0,0
3558,3558,359,MLD,365,RUS,1992,31,3,1992,21,7,1992,6,1,0,18,4,1,1,1,0,0,0,-9,18,4,1,1,0,0,-9,18,4,1,3,1,3,1,0,1,113,113,17,17,17,75,75,75,0,0,0,0,0
3558,3558,365,RUS,359,MLD,1992,31,3,1992,21,7,1992,6,1,0,18,4,1,1,1,1,0,0,-9,18,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,1,113,113,17,17,17,75,75,75,0,0,0,0,0
3559,3559,365,RUS,369,UKR,1992,14,7,1992,14,7,1992,5,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,15,15,0,81,81,96,0,0,0,0,0
3559,3559,369,UKR,365,RUS,1992,14,7,1992,14,7,1992,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,1,1,15,0,15,81,0,81,0,0,0,0,0
3560,3560,365,RUS,366,EST,1992,27,7,1992,2,8,1992,5,3,0,18,4,1,1,1,1,0,0,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,7,7,17,17,17,75,75,75,0,0,0,0,0
3560,3560,366,EST,365,RUS,1992,27,7,1992,2,8,1992,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,7,7,17,17,17,75,75,75,0,0,0,0,0
3561,3561,365,RUS,372,GRG,1992,13,6,1992,26,10,1993,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,1,202,202,17,17,17,75,75,75,0,0,0,0,0
3561,3561,365,RUS,372,GRG,1993,13,6,1992,26,10,1993,5,3,3,18,4,1,1,1,1,1,2,2,18,4,1,0,1,2,2,18,4,1,1,3,1,3,0,2,300,502,17,17,17,75,75,75,0,0,0,0,0
3561,3561,372,GRG,365,RUS,1992,13,6,1992,26,10,1993,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,202,202,17,17,17,75,75,75,0,0,0,0,0
3561,3561,372,GRG,365,RUS,1993,13,6,1992,26,10,1993,5,3,3,18,4,1,1,1,0,1,2,2,18,4,1,1,1,2,2,18,4,1,3,1,3,1,0,2,300,502,17,17,17,75,75,75,0,0,0,0,0
3563,3563,365,RUS,380,SWD,1992,16,9,1992,21,9,1992,5,3,0,19,4,0,1,1,1,0,0,0,14,3,1,0,1,2,0,19,4,1,1,3,1,3,0,1,6,6,16,12,16,65,65,65,0,0,0,0,0
3563,3563,380,SWD,365,RUS,1992,16,9,1992,21,9,1992,5,3,0,19,4,0,1,1,0,1,2,0,19,4,1,1,0,0,0,14,3,1,3,1,3,1,0,1,6,6,16,16,12,65,65,65,0,0,0,0,0
3564,3564,365,RUS,373,AZE,1993,1,2,1993,1,2,1993,8,4,0,18,4,1,2,3,1,1,1,-9,18,4,0,0,1,1,-9,18,4,1,2,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
3564,3564,373,AZE,365,RUS,1993,1,2,1993,1,2,1993,8,4,0,18,4,1,2,3,0,1,1,-9,18,4,1,1,1,1,-9,18,4,0,3,2,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
3564,3564,365,RUS,640,TUR,1993,7,9,1993,7,9,1993,8,4,0,19,4,0,2,3,1,0,0,0,0,1,0,0,1,2,0,19,4,1,2,4,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
3564,3564,640,TUR,365,RUS,1993,7,9,1993,7,9,1993,8,4,0,19,4,0,2,3,0,1,2,0,19,4,1,1,0,0,0,0,1,0,4,2,1,3,0,1,1,1,16,16,0,65,65,96,0,0,0,0,0
3564,3564,371,ARM,373,AZE,1992,26,1,1992,31,1,1995,0,0,0,18,4,1,2,3,1,1,1,0,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,341,341,17,17,17,75,75,75,0,0,1,0,0
3564,3564,371,ARM,373,AZE,1993,26,1,1992,31,1,1995,0,0,0,22,5,1,2,3,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,2,365,706,20,20,20,100,100,100,0,0,1,0,0
3564,3564,371,ARM,373,AZE,1994,26,1,1992,31,1,1995,0,0,0,22,5,1,2,3,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,3,365,1071,20,20,20,100,100,100,0,0,1,0,0
3564,3564,371,ARM,373,AZE,1995,26,1,1992,31,1,1995,1,3,6,19,4,1,2,3,1,1,1,6,19,4,1,0,1,1,6,19,4,1,1,3,1,3,0,4,32,1103,16,16,16,65,65,65,0,0,1,0,0
3564,3564,373,AZE,371,ARM,1992,26,1,1992,31,1,1995,0,0,0,18,4,1,2,3,0,1,1,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,341,341,17,17,17,75,75,75,0,0,1,0,0
3564,3564,373,AZE,371,ARM,1993,26,1,1992,31,1,1995,0,0,0,22,5,1,2,3,0,1,1,0,22,5,1,1,1,1,0,18,4,1,3,1,3,1,1,2,365,706,20,20,17,100,100,100,0,0,1,0,0
3564,3564,373,AZE,371,ARM,1994,26,1,1992,31,1,1995,0,0,0,22,5,1,2,3,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,3,365,1071,20,20,20,100,100,100,0,0,1,0,0
3564,3564,373,AZE,371,ARM,1995,26,1,1992,31,1,1995,2,3,6,19,4,1,2,3,0,1,1,6,19,4,1,1,1,1,6,19,4,1,3,1,3,1,0,4,32,1103,16,16,16,65,65,65,0,0,1,0,0
3564,3564,371,ARM,630,IRN,1993,1,9,1993,1,9,1993,5,3,0,7,3,0,2,3,1,0,0,0,0,1,1,0,1,2,0,7,3,0,1,4,3,1,0,1,1,1,7,0,7,49,0,49,0,0,0,0,0
3564,3564,630,IRN,371,ARM,1993,1,9,1993,1,9,1993,5,3,0,7,3,0,2,3,0,1,2,0,7,3,0,1,0,0,0,0,1,1,4,1,1,3,0,1,1,1,7,7,0,49,49,96,0,0,0,0,0
3564,3564,371,ARM,640,TUR,1993,1,4,1993,4,9,1993,5,3,0,14,3,0,2,3,1,0,0,0,2,2,1,0,1,2,0,14,3,0,1,4,3,1,0,1,157,157,12,1,12,65,30,65,0,0,0,0,0
3564,3564,640,TUR,371,ARM,1993,1,4,1993,4,9,1993,5,3,0,14,3,0,2,3,0,1,2,0,14,3,0,1,0,0,0,2,2,1,4,1,1,3,0,1,157,157,12,12,1,65,65,30,0,0,0,0,0
3565,3565,404,GNB,433,SEN,1992,12,12,1992,12,12,1992,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
3565,3565,433,SEN,404,GNB,1992,12,12,1992,12,12,1992,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,96,0,0,0,0,0
3566,3566,630,IRN,645,IRQ,1992,5,4,1992,8,9,1992,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,1,157,157,16,16,7,65,65,49,0,0,0,0,0
3566,3566,645,IRQ,630,IRN,1992,5,4,1992,8,9,1992,5,3,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,157,157,16,7,16,65,49,65,0,0,0,0,0
3567,3567,630,IRN,696,UAE,1992,15,4,1992,18,4,1992,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,96,0,0,0,0,0
3567,3567,696,UAE,630,IRN,1992,15,4,1992,18,4,1992,5,3,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,96,49,0,0,0,0,0
3568,3568,2,USA,645,IRQ,1993,11,1,1993,20,1,1993,5,3,0,2,2,0,1,4,0,1,2,0,2,2,0,1,0,0,0,0,1,1,4,1,1,3,0,1,10,10,1,1,0,30,30,0,0,0,0,0,0
3568,3568,645,IRQ,2,USA,1993,11,1,1993,20,1,1993,5,3,0,2,2,0,1,4,1,0,0,0,0,1,1,0,1,2,0,2,2,0,1,4,3,1,0,1,10,10,1,0,1,30,96,30,0,0,0,0,0
3568,3568,200,UKG,645,IRQ,1993,12,1,1993,13,1,1993,5,3,0,2,2,0,1,4,0,1,2,0,2,2,0,1,0,0,0,0,1,1,4,1,1,3,0,1,2,2,1,1,0,30,30,0,0,0,0,0,0
3568,3568,645,IRQ,200,UKG,1993,12,1,1993,13,1,1993,5,3,0,2,2,0,1,4,1,0,0,0,0,1,1,0,1,2,0,2,2,0,1,4,3,1,0,1,2,2,1,0,1,30,96,30,0,0,0,0,0
3568,3568,220,FRN,645,IRQ,1993,12,1,1993,13,1,1993,5,3,0,2,2,0,1,4,0,1,2,0,2,2,0,1,0,0,0,0,1,1,4,1,1,3,0,1,2,2,1,1,0,30,30,96,0,0,0,0,0
3568,3568,645,IRQ,220,FRN,1993,12,1,1993,13,1,1993,5,3,0,2,2,0,1,4,1,0,0,0,0,1,1,0,1,2,0,2,2,0,1,4,3,1,0,1,2,2,1,0,1,30,96,30,0,0,0,0,0
3568,3568,645,IRQ,690,KUW,1992,7,10,1992,2,1,1994,0,0,0,18,4,1,1,4,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,86,86,17,17,17,75,75,75,0,0,0,0,0
3568,3568,645,IRQ,690,KUW,1993,7,10,1992,2,1,1994,0,0,0,18,4,1,1,4,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,365,451,17,17,17,75,75,75,0,0,0,0,0
3568,3568,645,IRQ,690,KUW,1994,7,10,1992,2,1,1994,5,3,1,18,4,1,1,4,1,1,1,0,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,3,3,454,17,17,17,75,75,75,0,0,0,0,0
3568,3568,690,KUW,645,IRQ,1992,7,10,1992,2,1,1994,0,0,0,18,4,1,1,4,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,86,86,17,17,17,75,75,75,0,0,0,0,0
3568,3568,690,KUW,645,IRQ,1993,7,10,1992,2,1,1994,0,0,0,18,4,1,1,4,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,2,365,451,17,17,17,75,75,75,0,0,0,0,0
3568,3568,690,KUW,645,IRQ,1994,7,10,1992,2,1,1994,5,3,1,18,4,1,1,4,0,0,0,1,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,3,3,454,17,17,17,75,75,75,0,0,0,0,0
3569,3569,670,SAU,694,QAT,1992,30,9,1992,23,10,1992,6,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,0,1,1,1,3,1,3,0,1,24,24,14,14,0,84,84,75,0,0,0,0,0
3569,3569,694,QAT,670,SAU,1992,30,9,1992,23,10,1992,6,1,0,16,4,0,1,1,0,1,1,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,24,24,14,0,14,84,75,84,0,0,0,0,0
3570,3570,731,PRK,732,ROK,1992,22,5,1992,22,5,1992,5,3,1,18,4,1,1,1,1,1,1,1,18,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
3570,3570,732,ROK,731,PRK,1992,22,5,1992,22,5,1992,5,3,1,18,4,1,1,1,0,1,1,0,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
3572,3572,750,IND,910,PNG,1992,31,5,1992,31,5,1992,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
3572,3572,910,PNG,750,IND,1992,31,5,1992,31,5,1992,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
3573,3573,820,MAL,830,SIN,1992,29,4,1992,4,6,1992,7,1,0,17,4,0,1,1,1,1,1,0,17,4,1,0,1,1,0,0,1,1,1,3,1,3,0,1,37,37,15,15,0,81,81,75,0,0,0,0,0
3573,3573,830,SIN,820,MAL,1992,29,4,1992,4,6,1992,7,1,0,17,4,0,1,1,0,1,1,0,0,1,1,1,1,1,0,17,4,1,3,1,3,1,0,1,37,37,15,0,15,81,75,81,0,0,0,0,0
3574,3574,775,MYA,800,THI,1992,1,2,1992,25,12,1992,6,1,0,19,4,0,1,1,1,1,2,-9,19,4,1,0,0,0,-9,19,4,1,1,3,1,3,0,1,329,329,16,16,16,65,65,65,0,0,0,0,0
3574,3574,800,THI,775,MYA,1992,1,2,1992,25,12,1992,6,1,0,19,4,0,1,1,0,0,0,-9,19,4,1,1,1,2,-9,19,4,1,3,1,3,1,0,1,329,329,16,16,16,65,65,65,0,0,0,0,0
3575,3575,910,PNG,940,SOL,1992,12,3,1992,12,9,1992,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,1,185,185,16,16,7,65,65,49,0,0,0,0,0
3575,3575,940,SOL,910,PNG,1992,12,3,1992,12,9,1992,5,3,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,185,185,16,7,16,65,49,65,0,0,0,0,0
3581,3581,255,GMY,325,ITA,1943,9,9,1943,7,5,1945,0,0,0,22,5,0,1,1,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,114,114,20,20,20,100,100,100,0,0,1,0,0
3581,3581,255,GMY,325,ITA,1944,9,9,1943,7,5,1945,0,0,0,22,5,0,1,1,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,2,366,480,20,20,20,100,100,100,0,0,1,0,0
3581,3581,255,GMY,325,ITA,1945,9,9,1943,7,5,1945,2,2,6,22,5,0,1,1,1,1,1,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,3,128,608,20,20,20,100,100,100,0,0,1,0,0
3581,3581,325,ITA,255,GMY,1943,9,9,1943,7,5,1945,0,0,0,22,5,0,1,1,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,1,114,114,20,20,20,100,100,100,0,0,1,0,0
3581,3581,325,ITA,255,GMY,1944,9,9,1943,7,5,1945,0,0,0,22,5,0,1,1,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,2,366,480,20,20,20,100,100,100,0,0,1,0,0
3581,3581,325,ITA,255,GMY,1945,9,9,1943,7,5,1945,1,2,6,22,5,0,1,1,0,0,0,6,22,5,1,1,1,1,6,22,5,1,3,1,3,1,1,3,128,608,20,20,20,100,100,100,0,0,1,0,0
3582,3582,255,GMY,375,FIN,1944,20,3,1944,7,5,1945,0,0,0,22,5,0,23,10,0,0,0,0,22,5,1,1,1,2,0,22,5,0,3,2,1,3,1,1,287,287,20,20,20,100,100,100,0,0,0,9,0
3582,3582,255,GMY,375,FIN,1945,20,3,1944,7,5,1945,2,2,6,22,5,0,23,10,0,1,2,6,22,5,1,1,1,2,6,22,5,0,3,2,1,3,1,2,128,415,20,20,20,100,100,100,0,0,0,0,0
3582,3582,375,FIN,255,GMY,1944,20,3,1944,7,5,1945,0,0,0,22,5,0,23,10,1,1,2,0,22,5,0,0,0,1,0,22,5,1,2,3,3,1,1,1,287,287,20,20,20,100,100,100,0,0,0,0,0
3582,3582,375,FIN,255,GMY,1945,20,3,1944,7,5,1945,1,2,6,22,5,0,23,10,1,1,2,6,22,5,0,0,1,2,6,22,5,1,2,3,3,1,1,2,128,415,20,20,20,100,100,100,0,0,0,0,0
3583,3583,325,ITA,355,BUL,1943,18,12,1943,8,5,1944,0,0,0,22,5,0,23,10,0,0,0,0,22,5,0,1,1,2,0,22,5,0,4,2,1,3,1,1,14,14,20,20,20,100,100,100,0,0,0,11,0
3583,3583,325,ITA,355,BUL,1944,18,12,1943,8,5,1944,2,2,6,22,5,0,23,10,0,0,0,6,22,5,0,1,1,2,6,22,5,0,4,2,1,3,1,2,130,144,20,20,20,100,100,100,0,0,0,11,0
3583,3583,355,BUL,325,ITA,1943,18,12,1943,8,5,1944,0,0,0,22,5,0,23,10,1,1,2,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,14,14,20,20,20,100,100,100,0,0,0,11,0
3583,3583,355,BUL,325,ITA,1944,18,12,1943,8,5,1944,1,2,6,22,5,0,23,10,1,1,2,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,2,130,144,20,20,20,100,100,100,0,0,0,11,0
3585,3585,255,GMY,355,BUL,1944,25,8,1944,7,5,1945,0,0,0,22,5,0,1,1,0,0,0,0,22,5,1,1,1,2,0,22,5,1,3,1,3,1,1,1,129,129,20,20,20,100,100,100,0,0,1,0,0
3585,3585,255,GMY,355,BUL,1945,25,8,1944,7,5,1945,2,2,6,22,5,0,1,1,0,0,0,6,22,5,1,1,1,2,6,22,5,1,3,1,3,1,1,2,128,257,20,20,20,100,100,100,0,0,1,0,0
3585,3585,355,BUL,255,GMY,1944,25,8,1944,7,5,1945,0,0,0,22,5,0,1,1,1,1,2,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,129,129,20,20,20,100,100,100,0,0,1,0,0
3585,3585,355,BUL,255,GMY,1945,25,8,1944,7,5,1945,1,2,6,22,5,0,1,1,1,1,2,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,2,128,257,20,20,20,100,100,100,0,0,1,0,0
3586,3586,200,UKG,365,RUS,1939,9,9,1939,29,9,1939,5,3,0,19,4,0,2,1,1,1,1,3,19,4,1,0,1,1,-9,19,4,1,1,3,1,3,0,1,21,21,16,16,16,65,65,65,0,0,0,0,0
3586,3586,365,RUS,200,UKG,1939,9,9,1939,29,9,1939,5,3,0,19,4,0,2,1,0,1,1,-9,19,4,1,1,1,1,3,19,4,1,3,1,3,1,0,1,21,21,16,16,16,65,65,65,0,0,0,0,0
3586,3586,220,FRN,365,RUS,1939,9,9,1939,29,9,1939,5,3,0,19,4,0,2,1,1,1,1,3,19,4,1,0,1,1,-9,19,4,1,1,3,1,3,0,1,21,21,16,16,16,65,65,65,0,0,0,0,0
3586,3586,365,RUS,220,FRN,1939,9,9,1939,29,9,1939,5,3,0,19,4,0,2,1,0,1,1,-9,19,4,1,1,1,1,3,19,4,1,3,1,3,1,0,1,21,21,16,16,16,65,65,65,0,0,0,0,0
3587,3587,220,FRN,740,JPN,1940,22,9,1940,24,9,1940,3,1,6,22,5,0,5,1,0,0,0,6,22,5,0,1,1,1,6,22,5,0,4,2,3,1,1,1,3,3,20,20,20,100,100,100,0,1,0,0,0
3587,3587,740,JPN,220,FRN,1940,22,9,1940,24,9,1940,4,1,6,22,5,0,5,1,1,1,1,6,22,5,0,0,0,0,6,22,5,0,2,4,1,3,1,1,3,3,20,20,20,100,100,100,0,1,0,0,0
3587,3587,220,FRN,900,AUS,1941,8,6,1941,12,7,1941,2,2,6,22,5,0,5,1,0,0,0,6,22,5,1,1,1,3,4,22,5,0,3,2,3,1,1,1,35,35,20,20,20,100,100,100,0,1,0,0,0
3587,3587,900,AUS,220,FRN,1941,8,6,1941,12,7,1941,1,2,6,22,5,0,5,1,1,1,3,4,22,5,0,0,0,0,6,22,5,1,2,3,1,3,1,1,35,35,20,20,20,100,100,100,0,1,0,0,0
3587,3587,2,USA,220,FRN,1942,8,11,1942,11,11,1942,1,2,6,22,5,0,5,1,1,1,3,5,22,5,0,0,0,0,5,22,5,1,2,3,1,3,1,1,4,4,20,20,20,100,100,100,0,0,1,0,0
